input_text,target_text,category
"paraphrase: ceo peoplesoft craig conway telah menggambarkan tawaran oracle 5,1 miliar sebagai ""perilaku buruk yang sangat buruk dari perusahaan dengan sejarah perilaku buruk yang sangat buruk"".","conway menyebut langkah itu ""perilaku buruk yang sangat buruk dari sebuah perusahaan dengan sejarah perilaku buruk yang sangat buruk.""",creative
"paraphrase: lebih dari 6.000 perusahaan harus mendapatkan persetujuan pemegang saham sebelum memberikan opsi eksekutif mereka dan paket kompensasi saham lainnya, komisi sekuritas dan bursa mengatakan senin.",perusahaan yang berdagang di pasar saham terbesar harus mendapatkan persetujuan pemegang saham sebelum memberikan opsi saham dan kompensasi ekuitas lainnya berdasarkan aturan yang dihapus kemarin oleh komisi sekuritas dan bursa.,creative
"paraphrase: sebaliknya, rencana narkoba resep senat yang diserahkan mengharuskan manula untuk membayar 50 persen biaya obat, dengan 275 dapat dikurangkan setiap tahun.","di bawah rencana yang dilaksanakan oleh rumah, manula akan membayar 20 persen dari biaya obat, ditambah 250 yang dapat dikurangkan setiap tahun.",creative
"paraphrase: dia mengatakan masalah mengungkapkan informasi rahasia tentang c.i.a. petugas adalah ""masalah yang sangat serius"" yang harus ""dikejar sepenuhnya"" oleh departemen kehakiman.","gedung putih mengatakan bahwa informasi rahasia yang bocor adalah masalah serius yang harus ""dikejar sepenuhnya"" oleh departemen kehakiman.",creative
"paraphrase: mereka mencurigai kelompok anarkis yang sama yang mengklaim bertanggung jawab atas ledakan 21 desember di dekat rumahnya, menurut kantor berita italia ansa.","polisi italia yang menyelidiki bom prodi mencurigai kelompok anarkis yang mengklaim bertanggung jawab atas ledakan 21 desember di dekat rumahnya, menurut kantor berita italia ansa.",balanced
"paraphrase: ""aku baru saja terbawa dan mulai membuat barang,"" kata byrne.","byrne mengatakan dia terbawa dengan powerpoint dan hanya ""mulai membuat barang.""",creative
paraphrase: orang -orang itu ditahan dan akan muncul lagi sebelum pengadilan pada 8 juli.,mereka ditahan dan akan muncul di pengadilan lagi pada 8 juli.,balanced
paraphrase: putusan minggu lalu oleh hakim distrik a. lee r. west di kota oklahoma bahwa ftc tidak memiliki wewenang untuk menjalankan registri memicu angin puyuh kegiatan di washington.,undang -undang tersebut muncul setelah hakim distrik a. lee r. west di kota oklahoma memutuskan pekan lalu bahwa ftc tidak memiliki wewenang untuk menjalankan registri.,creative
paraphrase: sistem kesehatan yahudi long island utara di new york mengumumkan rencana untuk bank jaringan bulan ini.,sistem kesehatan yahudi pulau pantai utara mengumumkan rencana untuk bank jaringan awal bulan ini.,creative
"paraphrase: namun, statistik resmi yang diterbitkan minggu ini menunjukkan kejutan 0,6 persen penurunan output manufaktur pada bulan agustus.","ons minggu ini melaporkan kejutan 0,6 persen penurunan output manufaktur pada bulan agustus.",balanced
"paraphrase: tetapi peringatan dan jam tangan badai tropis diposting hari ini untuk haiti, bagian barat republik dominika, bahama tenggara dan kepulauan turki dan caicos.","peringatan badai tropis ada pada hari kamis untuk jamaika dan haiti dan mengawasi republik dominika barat, bahama tenggara dan kepulauan turki dan caicos.",balanced
paraphrase: seorang pria chicago pinggiran kota ditangkap rabu dengan tuduhan secara diam -diam mengumpulkan informasi tentang tokoh -tokoh oposisi irak sebagai agen yang tidak terdaftar dari saddam hussein s intelligence service.,fbi itu menangkap seorang pria chicago pinggiran kota rabu dan menuduhnya diam -diam mengumpulkan informasi tentang orang -orang di amerika serikat yang menentang pemerintah irak saddam hussein.,creative
"paraphrase: tetapi fbi tidak pernah mengawasi al -bayoumi - meskipun telah menerima informasi bahwa ia adalah agen saudi, kata dokumen itu.","tetapi biro tidak pernah mengawasi al-bayoumi-meskipun menerima informasi sebelumnya, dia adalah agen rahasia saudi, kata laporan itu.",balanced
"paraphrase: sistem operasi 64-bit yang diperbarui, edisi windows xp 64-bit untuk sistem yang diperluas 64-bit, akan berjalan secara asli pada desktop bertenaga prosesor amd athlon 64 dan workstation bertenaga prosesor amd opteron.","edisi windows xp 64-bit untuk sistem yang diperluas 64-bit akan mendukung teknologi amd64, berjalan secara asli di amd athlon 64 powered desktops dan amd opteron yang bertenaga prosesor workstation.",balanced
"paraphrase: lebih dari 6 persen pria yang menggunakan obat mengembangkan tumor tingkat tinggi dibandingkan dengan 5,1 persen pada plasebo.","mereka menemukan bahwa 6,4 persen pria di finasteride memiliki tumor tingkat tinggi, dibandingkan dengan 5,1 persen mengambil plasebo.",creative
paraphrase: peri telah mengklaim bertanggung jawab atas sejumlah serangan pembakaran terhadap entitas komersial yang menurut anggota mengancam atau merusak lingkungan.,kelompok bawah tanah telah mengklaim bertanggung jawab atas serangkaian arsons terhadap entitas komersial yang menurut anggota merusak lingkungan.,creative
paraphrase: malam ini seorang juru bicara kementerian luar negeri rusia mengatakan kementerian dapat mengeluarkan pernyataan pada hari kamis yang mengklarifikasi posisi rusia tentang kerja sama dengan upaya energi nuklir iran.,malam ini seorang juru bicara kementerian luar negeri rusia mengatakan akan mengeluarkan pernyataan pada hari kamis yang mengklarifikasi posisi rusia tentang membantu upaya energi nuklir iran.,balanced
paraphrase: pejabat penegak hukum a.s. mencibir versi dar heatherington tentang peristiwa yang mendorongnya menjadi sorotan publik.,pejabat penegak hukum as mencibir pada versi dar heatherington dari acara tersebut - termasuk konspirasi polisi untuk mendiskreditkannya - yang mendorongnya menjadi sorotan publik.,creative
"paraphrase: pilot memutuskan untuk terbang ke kennedy, yang memiliki landasan pacu yang lebih panjang daripada bandara newark.","""menyadari hal ini, pilot mengubah arah dan dialihkan ke kennedy, yang memiliki landasan pacu yang lebih panjang.""",creative
"paraphrase: menulis dalam jurnal geophysical research letters, tim vincent mengatakan semua air tawar mengalir keluar dari 20 mil (30 km) panjang disraeli.","menulis dalam jurnal geophysical research letters, tim vincent mengatakan semua air segar mengalir keluar dari fjord disraeli sepanjang 20 mil.",balanced
paraphrase: seorang jaksa penuntut mengatakan para penyelidik sedang mencari rumahnya di muenster di hadapan istrinya ketika berita kematiannya tiba.,"penyelidik sedang mencari rumahnya di muenster di hadapan istrinya ketika berita kematiannya datang, kata jaksa penuntut wolfgang schweer.",balanced
"paraphrase: ""alasan di balik peningkatan insiden lebih kompleks dan kami baru saja mulai memahami faktor -faktor risiko,"" katanya.","namun, katanya, alasan di balik peningkatan insiden lebih kompleks dan baru mulai memahami faktor risiko.",balanced
"paraphrase: tengkorak kemudian ditusuk, otak disedot keluar, dan itu menyebabkan tengkorak runtuh sehingga dapat dihilangkan dari saluran lahir.","tengkorak kemudian ditusuk dan otak disedot keluar, menyebabkan tengkorak runtuh dan melonggarkan jalan melalui saluran kelahiran.",creative
paraphrase: hakim -hakim menolak tanpa komentar untuk meninjau putusan yang menguatkan hak -hak dokter untuk berbicara secara bebas dengan pasien mereka.,hakim-hakim menolak tanpa komentar untuk meninjau putusan pengadilan rendah yang mengatakan bahwa dokter harus dapat berbicara terus terang dengan pasien mereka.,creative
"paraphrase: ""kita tidak boleh terlibat dalam perang borough,"" thompson bersaksi pada sidang anggaran oleh komite keuangan dewan kota.","""kita tidak boleh terlibat dalam peperangan borough,"" kata pengawas keuangan william thompson kepada dewan, menurut kesaksian tertulisnya.",creative
"paraphrase: mereka mengatakan mereka belum menganjurkan perubahan, tetapi percaya bahwa mereka layak dipertimbangkan - terutama karena nato berkembang menjadi 26 anggota.","para sponsor mengatakan mereka belum menganjurkan perubahan itu, tetapi percaya itu layak dipertimbangkan - terutama karena nato berkembang menjadi 26 anggota.",safe
"paraphrase: pada tahun 2002, ketua komite kehakiman senat menerima 18.009 dari moonlighting sebagai penulis lagu, menurut pengungkapan keuangan senat terbarunya.","pada tahun 2002, senator trapdoor menerima 18.009 dari moonlighting sebagai penulis lagu, menurut pengungkapan keuangan senat terbarunya.",balanced
paraphrase: petugas evans tidak menanggapi permintaan wawancara minggu lalu.,petugas evans telah menolak permintaan tertulis dan telepon untuk wawancara.,creative
paraphrase: kami pikir mereka memiliki hak untuk memilih.,"""kami pikir pelanggan peoplesoft berhak memilih,"" kata ellison.",creative
paraphrase: garner mengatakan rekonstruksi irak tidak sesulit yang dia harapkan - terutama karena perang menyebabkan lebih sedikit kerusakan infrastruktur dan lebih sedikit pengungsi daripada yang diantisipasi.,garner mengatakan rekonstruksi tidak akan sesulit yang dia perkirakan karena perang menyebabkan lebih sedikit kerusakan dan menciptakan lebih sedikit pengungsi.,balanced
"paraphrase: ini akan menjadi rumit bagi restoran yang menyajikan makanan yang berbeda setiap hari, katanya.","ini akan sangat rumit untuk restoran yang mengubah menu mereka setiap hari, katanya.",creative
"paraphrase: dalam kemunduran besar -besaran kepada konsumen, seorang hakim federal memberikan permintaan pemerintah pada hari kamis untuk menutup sebuah perusahaan yang membantu pelanggan membeli obat resep yang lebih murah dari kanada.","seorang hakim federal kamis memberikan permintaan oleh administrasi makanan dan obat -obatan untuk menutup rx depot, sebuah perusahaan internet populer yang menjual obat resep yang lebih murah dari kanada.",creative
"paraphrase: kedua angka berada di bawah ekspektasi konsensus, tetapi penjualan agustus direvisi menjadi peningkatan 1,2 persen dari kenaikan 0,6 persen yang dilaporkan sebelumnya, memicu reli dolar.","tetapi penjualan agustus direvisi menjadi peningkatan 1,2 persen dari kenaikan 0,6 persen yang dilaporkan sebelumnya, memicu reli dolar.",balanced
"paraphrase: seorang pejalan kaki menemukan ben bersembunyi di sepanjang jalan tanah di spanish fork canyon sekitar jam 7 malam, dengan tangannya masih ditempel bersama tetapi kakinya bebas.","seorang pejalan kaki menemukan bocah itu bersembunyi di sepanjang jalan tanah di spanish fork canyon sekitar pukul 7 malam. kamis, dengan kakinya bebas tetapi tangannya masih ditempel.",balanced
"paraphrase: turki nasser al-dandani, operator kunci saudi lainnya untuk al qaeda dan tersangka utama kedua dalam pemboman riyadh masih bebas.","turki nasser al-dandani, seorang tersangka saudi lainnya untuk jaringan teror al-qaida osama bin laden dan tersangka teratas dalam pemboman riyadh, masih bebas.",creative
paraphrase: saham clayton juga ditangguhkan dari perdagangan di new york stock exchange.,saham clayton homes berhenti berdagang di new york stock exchange setelah penutupan hari rabu.,creative
"paraphrase: pemimpin pro-demokrasi myanmar aung san suu kyi akan kembali ke rumah jumat malam tetapi akan tetap ditahan setelah pulih dari operasi di rumah sakit yangon, kata dokter pribadinya.","pemimpin pro-demokrasi myanmar aung san suu kyi akan disimpan di bawah tahanan rumah setelah pembebasannya dari rumah sakit tempat ia menjalani operasi, kata dokter pribadinya, jumat.",creative
paraphrase: mr. bush telah memuji dallas pastor dengan membantu menginspirasi gagasan menggunakan dolar federal untuk mendanai program berbasis agama.,dia telah memuji dr. evans dengan membantu menginspirasi gagasan pembiayaan federal untuk program berbasis agama.,creative
"paraphrase: dia memberi tahu murray, ""kami . kami memiliki . udara segar turun dengan cepat!""","""udara segar turun dengan cepat!"" dia berteriak pada murray.",creative
"paraphrase: sejak diluncurkan, layanan sitefinder telah mendapat kritik yang meningkat dari pengguna dan analis yang mengatakan bahwa verisign telah melampaui otoritasnya.","sejak diluncurkan pada hari senin, layanan sitefinder telah menarik kritik luas dari pengguna internet yang mengeluh bahwa verisign telah melampaui otoritasnya.",creative
"paraphrase: terapi penggantian hormon yang menggabungkan estrogen dan progestin menggandakan risiko kanker payudara wanita, sebuah studi inggris terhadap lebih dari satu juta wanita telah menemukan.","sebuah studi utama inggris telah menambah bukti bahwa terapi penggantian hormon meningkatkan risiko kanker payudara, terutama ketika wanita menerima kombinasi estrogen dan progestin.",creative
"paraphrase: guru mikrokontroler melayani empat fungsi: pemantauan perangkat keras, manajemen overclocking, bios (sistem output input dasar) pembaruan dan fitur bantuan pemecahan masalah yang disebut black box.","mikrokontroler μguru melayani empat fungsi: pemantauan perangkat keras, manajemen overclocking, pembaruan bios, dan fitur bantuan pemecahan masalah yang disebut black box.",balanced
paraphrase: baik mr blair dan menteri luar negeri jack straw telah membantah bahwa inggris telah mengingkari rencana untuk melibatkan pbb dalam rekonstruksi irak.,"mr blair dan menteri luar negeri, jack straw, telah membantah klaim ms short bahwa inggris telah mengingkari rencana untuk melibatkan pbb dalam rekonstruksi irak.",safe
"paraphrase: dalam sebuah wawancara, healey, yang merupakan seorang kriminolog, mengakui bahwa banyak sentimen di antara para legislator di sini dan di seluruh negeri adalah kewaspadaan terhadap hukuman mati.","dalam sebuah wawancara, ms. healey, yang merupakan seorang kriminolog, mengatakan banyak anggota parlemen di sini dan di seluruh negeri berbagi kewaspadaan terhadap hukuman mati.",balanced
"paraphrase: pada hari minggu 3 agustus, house of deputi memberikan suara hampir 2-1 untuk pendeta gene robinson dari new hampshire.","pada hari selasa di minneapolis, house of bishops memberikan persetujuan akhir atas suara 62-43 untuk pendeta v. gene robinson dari new hampshire untuk menjadi uskup.",creative
"paraphrase: bashir tidak hanya memberikan berkatnya tetapi dia juga bertanya ""bahwa kami mencapai sasaran target dengan baik"", kata bafana.","tidak hanya memberikan berkahnya tetapi dia meminta kami mencapai target dengan baik. """,creative
paraphrase: mr. rollins menghasilkan 721.154 dalam gaji dan bonus 243.389 pada tahun fiskal sebelumnya.,"kevin rollins, presiden dell, menerima gaji 770.962 dan bonus hanya lebih dari 2 juta pada tahun fiskal 2003.",creative
paraphrase: strayhorn mengatakan dia telah mempekerjakan seorang sarjana konstitusional untuk membantu stafnya.,strayhorn telah membawa seorang sarjana konstitusional untuk menasihatinya tentang realokasi.,creative
"paraphrase: sejak 11 maret, ketika indeks utama pasar berada pada level terendah sejak mencapai posisi terendah multi-tahun pada bulan oktober, nasdaq telah meluncur kembali 21,2 persen.","sejak 11 maret, ketika indeks utama pasar berada di level terendah mereka sejak mencapai posisi terendah multi-tahun pada bulan oktober, nasdaq yang sarat teknologi telah naik hampir 20 persen.",balanced
"paraphrase: detektif memberi tahu ayah deasan, stelly chisolm, seorang mahasiswa, dan ibu, kimberly hill, dari penangkapan tak lama setelah perry ditangkap.","tak lama setelah penangkapannya, para detektif memberi tahu ayah deasan, stelly chisolm, seorang mahasiswa, dan ibu, kimberly hill, seorang asisten medis, tentang perkembangannya.",balanced
paraphrase: kasus ini mengembalikan mahkamah agung ke dalam perdebatan tentang pemisahan gereja dan negara.,kasus ini menandai pemisahan besar kedua pengadilan dan kasus negara bagian dalam dua tahun.,creative
"paraphrase: joan b. kroc, janda miliarder dari pendiri mcdonald s corp. ray kroc, meninggal pada hari minggu setelah pertarungan singkat dengan kanker otak.","joan b. kroc, janda miliarder pendiri mcdonald s ray kroc yang dikenal karena filantropinya, meninggal pada hari minggu karena kanker otak.",balanced
"paraphrase: pada pukul 10 malam, claudette berpusat sekitar 320 mil di sebelah timur brownsville, dengan angin maksimum yang berkelanjutan 65 mph, 9 mph sedikit pun dari kekuatan badai.","senin pagi, pusat claudette berada sekitar 300 mil di sebelah timur brownsville, dengan angin bertiup maksimum yang berkelanjutan pada 65 mph, 9 mph dengan kekuatan badai.",creative
paraphrase: bond juga menyuarakan kekecewaannya bahwa baik presiden bush maupun saudaranya tidak menghadiri konferensi ini di florida atau tahun lalu di texas.,bond menyuarakan kekecewaan bahwa baik presiden bush maupun saudaranya tidak menghadiri konferensi 2002 di texas atau pertemuan 2003 di florida.,balanced
"paraphrase: dia menambahkan: ""dia mulai memukuli saya dengan tangan di atas kepala sampai saya berlari ke kamar lain.""","""dia mulai mengalahkanku dengan tangannya di kepala sampai aku berlari ke kamar lain,"" kata gest tentang satu kejadian.",creative
paraphrase: seorang ibu lamar yang ditangkap pada hari sabtu di colorado springs dituduh menenggelamkan kedua anaknya di bak mandi sebelum menggorok pergelangan tangannya.,"seorang ibu dua anak berusia 32 tahun diduga menenggelamkan anak-anaknya di bak mandi sebelum menebas pergelangan tangannya dalam upaya bunuh diri yang gagal, kata polisi.",creative
"paraphrase: paul durousseau, 30, didakwa pada hari selasa dengan pembunuhan dalam lima pembunuhan antara desember dan februari, dan juga diduga merupakan pembunuhan tahun 1997 di negara bagian georgia.","paul durousseau, 32, didakwa selasa dengan pembunuhan dalam lima pembunuhan jacksonville antara desember dan februari, dan dalam pembunuhan georgia 1997.",creative
"paraphrase: ""pernikahan sang putri tidak didirikan dengan paksa,"" kata vasile ionescu, dari pusat kebijakan publik roma.","vasile ionescu, dari pusat kebijakan publik roma, mengatakan: ""pernikahan sang putri tidak didirikan dengan paksa.",safe
paraphrase: tetapi kritik senat terhadap rencana dpr selasa muncul di beberapa bidang.,dan beberapa senat republikan rewel tentang peta dpr.,creative
paraphrase: chiron sudah memiliki hampir 20 persen penerimaan dari pemegang saham powderject.,chiron memiliki penerimaan dari pemegang hampir 20 persen saham bubuk.,balanced
paraphrase: udara yang sejuk dan lembab pindah ke colorado kamis pagi dan membawa curah hujan ke dua kebakaran hutan yang telah memaksa ribuan orang melarikan diri dan mengancam beberapa ratus rumah.,"udara yang keren dan lembab pindah ke colorado semalam, meningkatkan harapan bagi petugas pemadam kebakaran yang berjuang melawan dua kebakaran hutan yang memaksa ribuan orang melarikan diri dan mengancam ratusan rumah.",creative
"paraphrase: satu -satunya republikan yang diumumkan untuk menggantikan davis adalah rep. darrell issa dari vista, yang telah menghabiskan 1,71 juta dari uangnya sendiri untuk memaksa penarikan kembali.","sejauh ini satu -satunya kandidat partai besar yang dinyatakan adalah rep. darrell issa, seorang republikan yang telah menghabiskan 1,5 juta dari uangnya sendiri untuk mendanai penarikan kembali.",creative
"paraphrase: gordon menekankan bahwa ruu-nya ""adalah ruu yang dipelajari oleh pelajaran dan bukan refleksi tentang penanganan admiral gehman atas penyelidikan columbia.""","tetapi gordon menekankan bahwa undang-undang yang diperkenalkannya minggu lalu adalah ""ruu yang dipelajari oleh pelajaran dan bukan refleksi tentang penanganan admiral (harold) gehman atas penyelidikan columbia.""",balanced
"paraphrase: mereka dibebaskan ke pihak berwenang setelah petugas mengirimkan soda ke pria bersenjata itu, menggunakan tongkat panjang untuk melewati paket enam melalui pintu.","mereka dibebaskan ke pihak berwenang setelah petugas mengirimkan enam paket dr pepper ke pria bersenjata itu, menggunakan tongkat panjang untuk melewati soda melalui pintu.",safe
"paraphrase: kami sangat yakin kami memiliki hak mutlak untuk menggunakan kata umum lonjakan sebagai nama jaringan kami. """,kami sangat percaya bahwa kami memiliki hak mutlak untuk menggunakan kata umum spike untuk memberi nama jaringan kami.,creative
"paraphrase: dia dikirim ke rumah sakit larned state, tempat dia dievaluasi dan dirawat.",dia memerintahkannya dikirim ke rumah sakit keamanan negara yang dikeringkan untuk evaluasi dan perawatan yang berkelanjutan.,creative
"paraphrase: ""sco belum menunjukkan bukti bahwa kami telah melanggar perjanjian kami dengan cara apa pun,"" kata juru bicara ibm trink guarino kepada internetnews.com.","""sco belum menunjukkan bukti bahwa kami melanggar perjanjian kami,"" kata juru bicara trink guarino.",balanced
paraphrase: ribuan orang di inggris selatan melihat sekilas gerhana bulan ketika mereka menatap langit pada sabtu malam.,ribuan orang di inggris selatan melihat sekilas gerhana bulan ketika mereka menatap langit malam hari ini.,balanced
"paraphrase: di community college, biaya kuliah akan melonjak menjadi 2.800 dari 2.500.",mahasiswa community college akan melihat kuliah mereka naik 300 menjadi 2.800 atau 12 persen.,creative
"paraphrase: sebaliknya, tiket untuk jersey jam mulai dijual tadi malam melalui ticketmaster.","tiket, tersedia melalui ticketmaster, mulai dijual kemarin.",creative
"paraphrase: di bawah hukum meksiko, perburuan hadiah dianggap sebagai bentuk penculikan.","bounty hunting ilegal di meksiko, dan pemburu hadiah didakwa dengan penculikan.",creative
"paraphrase: dia mendaftarkan buku -buku lf.n leapfrog enterprises, hasbro inc. has.n beyblade starter set, dan garis boneka bratz mga entertainment sebagai mainan yang mencuri pangsa pasar.","buku lf.n leapfrog enterprises lf.n leappad, hasbro inc. has.n beyblade starter set, dan bratz doll s line dari mga entertainment semuanya mencuri pangsa pasar, katanya.",creative
"paraphrase: mosel tidak dapat menyajikan laporan keuangan dalam waktu karena merger di antara anak perusahaan dan perubahan akuntan, kata perusahaan itu pada hari senin.","mosel tidak dapat menyajikan laporan keuangan dalam waktu karena merger di antara anak perusahaan dan perubahan akuntan, kata perusahaan itu kemarin.",safe
"paraphrase: dewan direksi peoplesoft inc. pada hari jumat dengan suara bulat menolak tawaran revisi oracle corp. sebesar 19,50 per saham.",dewan direksi peoplesoft inc. memberikan suara bulat pada hari jumat untuk merekomendasikan bahwa pemegang saham menolak tawaran yang ditingkatkan oracle untuk pengambilalihan yang bermusuhan.,creative
"paraphrase: ""jika menguras kolam di maryland akan membantu membangun kepolosannya lebih lanjut, kami menyambutnya.","jika menguras kolam di maryland selanjutnya akan membantu membangun kepolosan steve, kami menyambutnya. """,balanced
"paraphrase: ""tiga minggu di oktober"" mulai dijual senin, hampir setahun setelah penembakan sniper washington, d.c. area dimulai.","buku moose mulai dijual senin, hampir setahun setelah penembakan sniper dimulai di daerah washington.",creative
paraphrase: walikota mike bloomberg berbobot mantan bintang sepak bola william the cultrigerator perry untuk kontes makan hot dog fourth of july nathan yang terkenal ke -88.,mantan bintang bears william the luldrigerator perry berkompetisi dalam kontes makan hot dog fourth of july nathan yang terkenal pada hari jumat.,creative
"paraphrase: analisis cbo dari paket senat mengatakan amandemen yang disponsori oleh senator maria cantwell, d-wash., menyumbang 40 miliar dari total biaya.",kantor anggaran mengatakan satu ketentuan ruu senat menyumbang 40 miliar dari biaya.,creative
paraphrase: hasil dari pembuat minuman ringan no. 2 pepsico inc. pep.n kemungkinan besar menjadi sorotan.,hasil dari pembuat minuman ringan no. 2 as pepsico inc. (nyse: pep - news - people) cenderung menjadi sorotan.,creative
paraphrase: mahasiswa community college akan melihat kuliah mereka naik 300 menjadi 2.800 atau 12 persen.,"biaya kuliah di community college enam tahun akan melompati 300, menjadi 2.800.",creative
paraphrase: negara bagian ini telah menerima 19 entri dalam kompetisi untuk peringatan world trade center dan bekerja dengan keluarga korban untuk memilih pemenang.,negara bagian telah menerima 19 entri dalam kompetisi itu dan bekerja dengan keluarga korban untuk memilih pemenang.,balanced
paraphrase: microsoft mengakuisisi pc virtual ketika membeli aset connectix awal tahun ini.,"microsoft mengakuisisi pc virtual dari pengembangnya, connectix, awal tahun ini.",creative
"paraphrase: sebagai gantinya, korea utara akan diminta untuk mengakhiri program senjata nuklirnya.","""sebagai imbalan, kami berharap korea utara melepaskan senjata nuklir.""",creative
"paraphrase: hasil utama demokratis memiliki margin kesalahan plus atau minus 6,1 poin persentase.","sampel demokratis memiliki margin kesalahan plus atau minus 6,1 persen.",balanced
paraphrase: keputusan pengadilan tahun 1992 menegaskan kembali temuan dasar roe yang melindungi pilihan aborsi tetapi mengurangi standar perlindungan yang dijamin untuk wanita oleh roe.,"dalam kasus tahun 1992, mahkamah agung menegaskan kembali temuan -temuan dasar roe yang melindungi pilihan aborsi, tetapi mengurangi standar perlindungan yang dijamin bagi perempuan oleh roe.",creative
"paraphrase: ""saya pikir kita telah menghancurkan sekitar setengah dari al qaeda, operator top al qaeda, dan itu bagus,"" kata mr. bush.","""kami telah menghancurkan sekitar setengah dari al qaeda, operator top al qaeda, dan itu bagus.",balanced
paraphrase: jaksa penuntut berpendapat bahwa mr. durst telah merencanakan pembunuhan itu untuk mengambil identitas tuan black.,jaksa penuntut menyatakan bahwa durst membunuh black untuk mencoba mengambil identitas black.,creative
"paraphrase: dalam sebuah wawancara yang disiarkan televisi pada hari rabu, presiden ecb wim duisenberg mengatakan terlalu dini untuk membahas pemotongan suku bunga lebih lanjut di zona euro 12 negara.",presiden bank sentral eropa wim duisenberg mengatakan dalam sebuah wawancara televisi bahwa terlalu dini untuk membahas pemotongan suku bunga lebih lanjut di zona euro.,balanced
"paraphrase: blue-chip dow jones industrial average .dji naik turun 28,08 poin, atau 0,3 persen, di 9.256,49.","rata -rata industri dow jones ditutup turun 18,06, atau 0,2 persen, pada 9266,51.",creative
"paraphrase: ""pesannya adalah: jika seseorang berpikir untuk mendapatkan suntikan flu, mereka tidak harus menunggu.","""pesannya kepada publik adalah: jika anda berpikir untuk mendapatkan suntikan flu, jangan menunggu lagi,"" katanya. """,creative
"paraphrase: king, penulis bermerek, master of the horror story dan e-book pioneer, menerima medali tahun ini untuk kontribusi terkemuka untuk american letters.","stephen king, master of the horror story dan e-book pioneer, menerima medali tahun ini untuk kontribusi terkemuka untuk american letters dari national book foundation.",balanced
"paraphrase: jika eskalasi ini berlanjut ketika rowling menyimpulkan kisah, mungkin ada epidemi sakit kepala hogwarts di tahun -tahun mendatang, tulisnya.","""jika eskalasi ini berlanjut ketika rowling menyimpulkan kisah, mungkin ada epidemi sakit kepala hogwarts selama bertahun -tahun yang akan datang.""",balanced
paraphrase: dikatakan bahwa kerusakan pada sayap menyediakan jalur bagi gas panas untuk menembus baju besi termal kapal selama masuknya kembali naas columbia.,dokumen itu mengatakan kerusakan sayap menyediakan jalur untuk gas panas untuk menembus baju besi termal columbia selama masuknya kembali yang fatal.,creative
paraphrase: dia adalah satu -satunya wanita di unitnya dan anggota teamsters local 995.,dia adalah satu -satunya wanita yang dipekerjakan sebagai pekerja gudang dan operator alat berat dan satu -satunya wanita di teamsters local.,creative
"paraphrase: pengacara malvo melakukan pembelaan kegilaan, dengan alasan bahwa indoktrinasi muhammad membuatnya tidak dapat mengatakan yang benar dari salah.","pengacara malvo telah menghadirkan pembelaan kegilaan, mengatakan cuci otak oleh penembak jitu yang dihukum john allen muhammad meninggalkan malvo yang tidak mampu mengetahui benar dari yang salah.",creative
"paraphrase: jaksa penuntut mengatakan tidak ada pertanyaan waagner ada di belakang surat -surat itu, yang dikirim pada saat yang sama dari serangan antraks.","jaksa penuntut mengatakan tidak ada pertanyaan waagner ada di belakang surat -surat itu, yang dikirim pada saat yang sama bahwa serangan antraks asli membunuh orang pada tahun 2001.",balanced
"paraphrase: di washington, pemerintah federal tetap ditutup untuk hari kedua.","ibukota negara itu tenang hari ini, dengan pemerintah federal ditutup untuk hari kedua.",creative
"paraphrase: ""ini, saya pikir, momen yang sangat mani dalam sejarah agensi kami,"" kata o keefe.","""saya pikir kita berada pada saat mani dalam sejarah agensi ini,"" katanya.",creative
"paraphrase: di bawah program ini, pejabat as bekerja dengan otoritas pelabuhan asing untuk mengidentifikasi, menargetkan, dan mencari kargo berisiko tinggi.","di bawah program ini, pejabat as bekerja dengan otoritas pelabuhan asing untuk mencari kargo berisiko tinggi sebelum dapat mencapai amerika serikat.",balanced
paraphrase: moore dari alabama mengatakan dia akan mengajukan banding atas kasusnya ke pengadilan tertinggi negara.,moore mengatakan dia berencana untuk mengajukan banding atas masalah ini ke mahkamah agung a.s.,creative
"paraphrase: secara keseluruhan, siswa kemungkinan besar akan diajarkan oleh veteran 15 tahun dengan beban kerja yang berkembang dan sedikit mengikis minat untuk tetap mengajar, pertunjukan potret kerja.","rata-rata guru adalah veteran 15 tahun dengan beban kerja yang berkembang dan sedikit mengikis minat untuk tetap mengajar, potret tenaga kerja menunjukkan.",creative
"paraphrase: ""ini adalah jaring jinak di mana kami berharap dapat menangkap investor dan di mana masing -masing dari kita dapat memajukan kepentingan diri kita yang tercerahkan melalui kerja sama dengan orang lain.""","ini adalah jaring jinak di mana kami berharap dapat menangkap investor dan di mana masing-masing dari kita dapat memajukan kepentingan diri kita yang tercerahkan melalui kerja sama dengan orang lain, kata mr goh.",safe
"paraphrase: seorang pria bersenjata yang memiliki daging sapi dengan layanan pos menyerbu ke kantor pos pinggiran kota dan menyandera dua karyawan rabu, kata pihak berwenang.","seorang pria bersenjata menyerbu ke kantor pos di tepi danau dan menyandera dua karyawan rabu, kata otoritas kabupaten san diego.",creative
"paraphrase: wal-mart, kohl s corp, family dollar stores inc., dan big lots inc. memposting penjualan mei yang jatuh di bawah harapan sederhana wall street.","wal-mart, kohl s corp. dan big lots inc. termasuk di antara para pedagang yang memposting penjualan mei di bawah harapan sederhana wall street.",balanced
