original_text,paraphrase_text,category,similarity_score,original_quality,paraphrase_quality,original_token_count,paraphrase_token_count,word_changes_count,substitutions_count,additions_count,deletions_count,is_valid,source
"sebaliknya, rencana narkoba resep senat yang diserahkan mengharuskan manula untuk membayar 50 persen biaya obat, dengan 275 dapat dikurangkan setiap tahun.","di bawah rencana yang dilaksanakan oleh rumah, manula akan membayar 20 persen dari biaya obat, ditambah 250 yang dapat dikurangkan setiap tahun.",creative,0.3939393939393939,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}",29,29,6,4,1,1,True,paraphrase_detection
"dia mengatakan masalah mengungkapkan informasi rahasia tentang c.i.a. petugas adalah ""masalah yang sangat serius"" yang harus ""dikejar sepenuhnya"" oleh departemen kehakiman.","gedung putih mengatakan bahwa informasi rahasia yang bocor adalah masalah serius yang harus ""dikejar sepenuhnya"" oleh departemen kehakiman.",creative,0.5555555555555556,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9523809523809523}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",34,23,6,3,0,3,True,paraphrase_detection
"mereka mencurigai kelompok anarkis yang sama yang mengklaim bertanggung jawab atas ledakan 21 desember di dekat rumahnya, menurut kantor berita italia ansa.","polisi italia yang menyelidiki bom prodi mencurigai kelompok anarkis yang mengklaim bertanggung jawab atas ledakan 21 desember di dekat rumahnya, menurut kantor berita italia ansa.",balanced,0.7777777777777778,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.92}",28,33,2,1,0,1,True,paraphrase_detection
"""aku baru saja terbawa dan mulai membuat barang,"" kata byrne.","byrne mengatakan dia terbawa dengan powerpoint dan hanya ""mulai membuat barang.""",creative,0.4444444444444444,"{'quality_score': 100, 'issues': [], 'word_count': 10, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",18,19,4,1,1,2,True,paraphrase_detection
orang -orang itu ditahan dan akan muncul lagi sebelum pengadilan pada 8 juli.,mereka ditahan dan akan muncul di pengadilan lagi pada 8 juli.,balanced,0.625,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",16,13,3,1,1,1,True,paraphrase_detection
putusan minggu lalu oleh hakim distrik a. lee r. west di kota oklahoma bahwa ftc tidak memiliki wewenang untuk menjalankan registri memicu angin puyuh kegiatan di washington.,undang -undang tersebut muncul setelah hakim distrik a. lee r. west di kota oklahoma memutuskan pekan lalu bahwa ftc tidak memiliki wewenang untuk menjalankan registri.,creative,0.5588235294117647,"{'quality_score': 100, 'issues': [], 'word_count': 27, 'unique_word_ratio': 0.9629629629629629}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 1.0}",42,38,3,1,1,1,True,paraphrase_detection
sistem kesehatan yahudi long island utara di new york mengumumkan rencana untuk bank jaringan bulan ini.,sistem kesehatan yahudi pulau pantai utara mengumumkan rencana untuk bank jaringan awal bulan ini.,creative,0.6,"{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",22,17,3,1,1,1,True,paraphrase_detection
"namun, statistik resmi yang diterbitkan minggu ini menunjukkan kejutan 0,6 persen penurunan output manufaktur pada bulan agustus.","ons minggu ini melaporkan kejutan 0,6 persen penurunan output manufaktur pada bulan agustus.",balanced,0.6363636363636364,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}",21,17,2,2,0,0,True,paraphrase_detection
"tetapi peringatan dan jam tangan badai tropis diposting hari ini untuk haiti, bagian barat republik dominika, bahama tenggara dan kepulauan turki dan caicos.","peringatan badai tropis ada pada hari kamis untuk jamaika dan haiti dan mengawasi republik dominika barat, bahama tenggara dan kepulauan turki dan caicos.",balanced,0.6071428571428571,"{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 0.9130434782608695}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 0.8695652173913043}",38,38,7,3,2,2,True,paraphrase_detection
seorang pria chicago pinggiran kota ditangkap rabu dengan tuduhan secara diam -diam mengumpulkan informasi tentang tokoh -tokoh oposisi irak sebagai agen yang tidak terdaftar dari saddam hussein s intelligence service.,fbi itu menangkap seorang pria chicago pinggiran kota rabu dan menuduhnya diam -diam mengumpulkan informasi tentang orang -orang di amerika serikat yang menentang pemerintah irak saddam hussein.,creative,0.3902439024390244,"{'quality_score': 100, 'issues': [], 'word_count': 30, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 27, 'unique_word_ratio': 1.0}",44,40,7,3,1,3,True,paraphrase_detection
"tetapi fbi tidak pernah mengawasi al -bayoumi - meskipun telah menerima informasi bahwa ia adalah agen saudi, kata dokumen itu.","tetapi biro tidak pernah mengawasi al-bayoumi-meskipun menerima informasi sebelumnya, dia adalah agen rahasia saudi, kata laporan itu.",balanced,0.6296296296296297,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}",29,30,5,3,1,1,True,paraphrase_detection
"sistem operasi 64-bit yang diperbarui, edisi windows xp 64-bit untuk sistem yang diperluas 64-bit, akan berjalan secara asli pada desktop bertenaga prosesor amd athlon 64 dan workstation bertenaga prosesor amd opteron.","edisi windows xp 64-bit untuk sistem yang diperluas 64-bit akan mendukung teknologi amd64, berjalan secara asli di amd athlon 64 powered desktops dan amd opteron yang bertenaga prosesor workstation.",balanced,0.696969696969697,"{'quality_score': 100, 'issues': [], 'word_count': 31, 'unique_word_ratio': 0.8064516129032258}","{'quality_score': 100, 'issues': [], 'word_count': 29, 'unique_word_ratio': 0.896551724137931}",51,50,7,3,2,2,True,paraphrase_detection
"lebih dari 6 persen pria yang menggunakan obat mengembangkan tumor tingkat tinggi dibandingkan dengan 5,1 persen pada plasebo.","mereka menemukan bahwa 6,4 persen pria di finasteride memiliki tumor tingkat tinggi, dibandingkan dengan 5,1 persen mengambil plasebo.",creative,0.4642857142857143,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",24,30,5,3,2,0,True,paraphrase_detection
peri telah mengklaim bertanggung jawab atas sejumlah serangan pembakaran terhadap entitas komersial yang menurut anggota mengancam atau merusak lingkungan.,kelompok bawah tanah telah mengklaim bertanggung jawab atas serangkaian arsons terhadap entitas komersial yang menurut anggota merusak lingkungan.,creative,0.56,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",21,22,3,2,0,1,True,paraphrase_detection
malam ini seorang juru bicara kementerian luar negeri rusia mengatakan kementerian dapat mengeluarkan pernyataan pada hari kamis yang mengklarifikasi posisi rusia tentang kerja sama dengan upaya energi nuklir iran.,malam ini seorang juru bicara kementerian luar negeri rusia mengatakan akan mengeluarkan pernyataan pada hari kamis yang mengklarifikasi posisi rusia tentang membantu upaya energi nuklir iran.,balanced,0.8,"{'quality_score': 100, 'issues': [], 'word_count': 29, 'unique_word_ratio': 0.9310344827586207}","{'quality_score': 100, 'issues': [], 'word_count': 26, 'unique_word_ratio': 0.9615384615384616}",33,30,2,2,0,0,True,paraphrase_detection
pejabat penegak hukum a.s. mencibir versi dar heatherington tentang peristiwa yang mendorongnya menjadi sorotan publik.,pejabat penegak hukum as mencibir pada versi dar heatherington dari acara tersebut - termasuk konspirasi polisi untuk mendiskreditkannya - yang mendorongnya menjadi sorotan publik.,creative,0.4642857142857143,"{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.9583333333333334}",28,36,3,2,1,0,True,paraphrase_detection
"pilot memutuskan untuk terbang ke kennedy, yang memiliki landasan pacu yang lebih panjang daripada bandara newark.","""menyadari hal ini, pilot mengubah arah dan dialihkan ke kennedy, yang memiliki landasan pacu yang lebih panjang.""",creative,0.44,"{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 0.9375}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 0.9411764705882353}",22,27,4,1,2,1,True,paraphrase_detection
"menulis dalam jurnal geophysical research letters, tim vincent mengatakan semua air tawar mengalir keluar dari 20 mil (30 km) panjang disraeli.","menulis dalam jurnal geophysical research letters, tim vincent mengatakan semua air segar mengalir keluar dari fjord disraeli sepanjang 20 mil.",balanced,0.6785714285714286,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 1.0}",38,35,3,1,1,1,True,paraphrase_detection
seorang jaksa penuntut mengatakan para penyelidik sedang mencari rumahnya di muenster di hadapan istrinya ketika berita kematiannya tiba.,"penyelidik sedang mencari rumahnya di muenster di hadapan istrinya ketika berita kematiannya datang, kata jaksa penuntut wolfgang schweer.",balanced,0.6086956521739131,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",22,27,2,1,0,1,True,paraphrase_detection
"""alasan di balik peningkatan insiden lebih kompleks dan kami baru saja mulai memahami faktor -faktor risiko,"" katanya.","namun, katanya, alasan di balik peningkatan insiden lebih kompleks dan baru mulai memahami faktor risiko.",balanced,0.7619047619047619,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}",23,19,5,1,0,4,True,paraphrase_detection
"tengkorak kemudian ditusuk, otak disedot keluar, dan itu menyebabkan tengkorak runtuh sehingga dapat dihilangkan dari saluran lahir.","tengkorak kemudian ditusuk dan otak disedot keluar, menyebabkan tengkorak runtuh dan melonggarkan jalan melalui saluran kelahiran.",creative,0.5454545454545454,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 0.9411764705882353}","{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 0.875}",23,24,4,3,0,1,True,paraphrase_detection
hakim -hakim menolak tanpa komentar untuk meninjau putusan yang menguatkan hak -hak dokter untuk berbicara secara bebas dengan pasien mereka.,hakim-hakim menolak tanpa komentar untuk meninjau putusan pengadilan rendah yang mengatakan bahwa dokter harus dapat berbicara terus terang dengan pasien mereka.,creative,0.5555555555555556,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.95}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}",24,25,4,3,1,0,True,paraphrase_detection
"""kita tidak boleh terlibat dalam perang borough,"" thompson bersaksi pada sidang anggaran oleh komite keuangan dewan kota.","""kita tidak boleh terlibat dalam peperangan borough,"" kata pengawas keuangan william thompson kepada dewan, menurut kesaksian tertulisnya.",creative,0.42857142857142855,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}",26,30,4,3,1,0,True,paraphrase_detection
"mereka mengatakan mereka belum menganjurkan perubahan, tetapi percaya bahwa mereka layak dipertimbangkan - terutama karena nato berkembang menjadi 26 anggota.","para sponsor mengatakan mereka belum menganjurkan perubahan itu, tetapi percaya itu layak dipertimbangkan - terutama karena nato berkembang menjadi 26 anggota.",safe,0.8260869565217391,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.9}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}",24,25,3,2,1,0,True,paraphrase_detection
"pada tahun 2002, ketua komite kehakiman senat menerima 18.009 dari moonlighting sebagai penulis lagu, menurut pengungkapan keuangan senat terbarunya.","pada tahun 2002, senator trapdoor menerima 18.009 dari moonlighting sebagai penulis lagu, menurut pengungkapan keuangan senat terbarunya.",balanced,0.782608695652174,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 0.9473684210526315}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}",28,28,1,1,0,0,True,paraphrase_detection
petugas evans tidak menanggapi permintaan wawancara minggu lalu.,petugas evans telah menolak permintaan tertulis dan telepon untuk wawancara.,creative,0.3333333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 8, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 10, 'unique_word_ratio': 1.0}",12,14,3,1,1,1,True,paraphrase_detection
kami pikir mereka memiliki hak untuk memilih.,"""kami pikir pelanggan peoplesoft berhak memilih,"" kata ellison.",creative,0.26666666666666666,"{'quality_score': 100, 'issues': [], 'word_count': 7, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 8, 'unique_word_ratio': 1.0}",9,16,3,1,2,0,True,paraphrase_detection
garner mengatakan rekonstruksi irak tidak sesulit yang dia harapkan - terutama karena perang menyebabkan lebih sedikit kerusakan infrastruktur dan lebih sedikit pengungsi daripada yang diantisipasi.,garner mengatakan rekonstruksi tidak akan sesulit yang dia perkirakan karena perang menyebabkan lebih sedikit kerusakan dan menciptakan lebih sedikit pengungsi.,balanced,0.6153846153846154,"{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.88}","{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.9}",34,28,6,1,2,3,True,paraphrase_detection
"ini akan menjadi rumit bagi restoran yang menyajikan makanan yang berbeda setiap hari, katanya.","ini akan sangat rumit untuk restoran yang mengubah menu mereka setiap hari, katanya.",creative,0.5,"{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 0.9285714285714286}","{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}",17,16,3,3,0,0,True,paraphrase_detection
"dalam kemunduran besar -besaran kepada konsumen, seorang hakim federal memberikan permintaan pemerintah pada hari kamis untuk menutup sebuah perusahaan yang membantu pelanggan membeli obat resep yang lebih murah dari kanada.","seorang hakim federal kamis memberikan permintaan oleh administrasi makanan dan obat -obatan untuk menutup rx depot, sebuah perusahaan internet populer yang menjual obat resep yang lebih murah dari kanada.",creative,0.47619047619047616,"{'quality_score': 100, 'issues': [], 'word_count': 30, 'unique_word_ratio': 0.9666666666666667}","{'quality_score': 100, 'issues': [], 'word_count': 29, 'unique_word_ratio': 0.9310344827586207}",37,38,6,2,3,1,True,paraphrase_detection
"kedua angka berada di bawah ekspektasi konsensus, tetapi penjualan agustus direvisi menjadi peningkatan 1,2 persen dari kenaikan 0,6 persen yang dilaporkan sebelumnya, memicu reli dolar.","tetapi penjualan agustus direvisi menjadi peningkatan 1,2 persen dari kenaikan 0,6 persen yang dilaporkan sebelumnya, memicu reli dolar.",balanced,0.75,"{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.96}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",33,23,1,0,0,1,True,paraphrase_detection
"seorang pejalan kaki menemukan ben bersembunyi di sepanjang jalan tanah di spanish fork canyon sekitar jam 7 malam, dengan tangannya masih ditempel bersama tetapi kakinya bebas.","seorang pejalan kaki menemukan bocah itu bersembunyi di sepanjang jalan tanah di spanish fork canyon sekitar pukul 7 malam. kamis, dengan kakinya bebas tetapi tangannya masih ditempel.",balanced,0.7741935483870968,"{'quality_score': 100, 'issues': [], 'word_count': 26, 'unique_word_ratio': 0.9615384615384616}","{'quality_score': 100, 'issues': [], 'word_count': 27, 'unique_word_ratio': 0.9629629629629629}",34,37,5,2,2,1,True,paraphrase_detection
"turki nasser al-dandani, operator kunci saudi lainnya untuk al qaeda dan tersangka utama kedua dalam pemboman riyadh masih bebas.","turki nasser al-dandani, seorang tersangka saudi lainnya untuk jaringan teror al-qaida osama bin laden dan tersangka teratas dalam pemboman riyadh, masih bebas.",creative,0.5666666666666667,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}",35,42,5,3,2,0,True,paraphrase_detection
saham clayton juga ditangguhkan dari perdagangan di new york stock exchange.,saham clayton homes berhenti berdagang di new york stock exchange setelah penutupan hari rabu.,creative,0.42105263157894735,"{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",20,24,2,1,1,0,True,paraphrase_detection
"pemimpin pro-demokrasi myanmar aung san suu kyi akan kembali ke rumah jumat malam tetapi akan tetap ditahan setelah pulih dari operasi di rumah sakit yangon, kata dokter pribadinya.","pemimpin pro-demokrasi myanmar aung san suu kyi akan disimpan di bawah tahanan rumah setelah pembebasannya dari rumah sakit tempat ia menjalani operasi, kata dokter pribadinya, jumat.",creative,0.5945945945945946,"{'quality_score': 100, 'issues': [], 'word_count': 28, 'unique_word_ratio': 0.9285714285714286}","{'quality_score': 100, 'issues': [], 'word_count': 26, 'unique_word_ratio': 0.9615384615384616}",41,40,6,3,1,2,True,paraphrase_detection
mr. bush telah memuji dallas pastor dengan membantu menginspirasi gagasan menggunakan dolar federal untuk mendanai program berbasis agama.,dia telah memuji dr. evans dengan membantu menginspirasi gagasan pembiayaan federal untuk program berbasis agama.,creative,0.5217391304347826,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}",25,21,4,3,0,1,True,paraphrase_detection
"dia memberi tahu murray, ""kami . kami memiliki . udara segar turun dengan cepat!""","""udara segar turun dengan cepat!"" dia berteriak pada murray.",creative,0.5882352941176471,"{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 0.9285714285714286}","{'quality_score': 100, 'issues': [], 'word_count': 9, 'unique_word_ratio': 1.0}",23,16,3,0,1,2,True,paraphrase_detection
"sejak diluncurkan, layanan sitefinder telah mendapat kritik yang meningkat dari pengguna dan analis yang mengatakan bahwa verisign telah melampaui otoritasnya.","sejak diluncurkan pada hari senin, layanan sitefinder telah menarik kritik luas dari pengguna internet yang mengeluh bahwa verisign telah melampaui otoritasnya.",creative,0.5555555555555556,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.9}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9523809523809523}",29,31,5,4,1,0,True,paraphrase_detection
"terapi penggantian hormon yang menggabungkan estrogen dan progestin menggandakan risiko kanker payudara wanita, sebuah studi inggris terhadap lebih dari satu juta wanita telah menemukan.","sebuah studi utama inggris telah menambah bukti bahwa terapi penggantian hormon meningkatkan risiko kanker payudara, terutama ketika wanita menerima kombinasi estrogen dan progestin.",creative,0.47058823529411764,"{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 1.0}",29,28,3,1,1,1,True,paraphrase_detection
"guru mikrokontroler melayani empat fungsi: pemantauan perangkat keras, manajemen overclocking, bios (sistem output input dasar) pembaruan dan fitur bantuan pemecahan masalah yang disebut black box.","mikrokontroler μguru melayani empat fungsi: pemantauan perangkat keras, manajemen overclocking, pembaruan bios, dan fitur bantuan pemecahan masalah yang disebut black box.",balanced,0.7419354838709677,"{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}",39,34,4,1,2,1,True,paraphrase_detection
baik mr blair dan menteri luar negeri jack straw telah membantah bahwa inggris telah mengingkari rencana untuk melibatkan pbb dalam rekonstruksi irak.,"mr blair dan menteri luar negeri, jack straw, telah membantah klaim ms short bahwa inggris telah mengingkari rencana untuk melibatkan pbb dalam rekonstruksi irak.",safe,0.8076923076923077,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}","{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.9583333333333334}",31,37,4,0,3,1,True,paraphrase_detection
"dalam sebuah wawancara, healey, yang merupakan seorang kriminolog, mengakui bahwa banyak sentimen di antara para legislator di sini dan di seluruh negeri adalah kewaspadaan terhadap hukuman mati.","dalam sebuah wawancara, ms. healey, yang merupakan seorang kriminolog, mengatakan banyak anggota parlemen di sini dan di seluruh negeri berbagi kewaspadaan terhadap hukuman mati.",balanced,0.625,"{'quality_score': 100, 'issues': [], 'word_count': 27, 'unique_word_ratio': 0.9259259259259259}","{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.9583333333333334}",41,38,4,3,1,0,True,paraphrase_detection
"pada hari minggu 3 agustus, house of deputi memberikan suara hampir 2-1 untuk pendeta gene robinson dari new hampshire.","pada hari selasa di minneapolis, house of bishops memberikan persetujuan akhir atas suara 62-43 untuk pendeta v. gene robinson dari new hampshire untuk menjadi uskup.",creative,0.45714285714285713,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.96}",28,45,7,4,3,0,True,paraphrase_detection
"bashir tidak hanya memberikan berkatnya tetapi dia juga bertanya ""bahwa kami mencapai sasaran target dengan baik"", kata bafana.","tidak hanya memberikan berkahnya tetapi dia meminta kami mencapai target dengan baik. """,creative,0.5217391304347826,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}",28,17,6,2,1,3,True,paraphrase_detection
mr. rollins menghasilkan 721.154 dalam gaji dan bonus 243.389 pada tahun fiskal sebelumnya.,"kevin rollins, presiden dell, menerima gaji 770.962 dan bonus hanya lebih dari 2 juta pada tahun fiskal 2003.",creative,0.27586206896551724,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",25,29,4,4,0,0,True,paraphrase_detection
strayhorn mengatakan dia telah mempekerjakan seorang sarjana konstitusional untuk membantu stafnya.,strayhorn telah membawa seorang sarjana konstitusional untuk menasihatinya tentang realokasi.,creative,0.4375,"{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 10, 'unique_word_ratio': 1.0}",18,18,3,2,0,1,True,paraphrase_detection
"sejak 11 maret, ketika indeks utama pasar berada pada level terendah sejak mencapai posisi terendah multi-tahun pada bulan oktober, nasdaq telah meluncur kembali 21,2 persen.","sejak 11 maret, ketika indeks utama pasar berada di level terendah mereka sejak mencapai posisi terendah multi-tahun pada bulan oktober, nasdaq yang sarat teknologi telah naik hampir 20 persen.",balanced,0.6571428571428571,"{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.88}","{'quality_score': 100, 'issues': [], 'word_count': 29, 'unique_word_ratio': 0.9310344827586207}",37,39,4,2,2,0,True,paraphrase_detection
"detektif memberi tahu ayah deasan, stelly chisolm, seorang mahasiswa, dan ibu, kimberly hill, dari penangkapan tak lama setelah perry ditangkap.","tak lama setelah penangkapannya, para detektif memberi tahu ayah deasan, stelly chisolm, seorang mahasiswa, dan ibu, kimberly hill, seorang asisten medis, tentang perkembangannya.",balanced,0.6428571428571429,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 0.9565217391304348}",35,40,2,1,1,0,True,paraphrase_detection
kasus ini mengembalikan mahkamah agung ke dalam perdebatan tentang pemisahan gereja dan negara.,kasus ini menandai pemisahan besar kedua pengadilan dan kasus negara bagian dalam dua tahun.,creative,0.3333333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 0.9285714285714286}",15,16,2,2,0,0,True,paraphrase_detection
"joan b. kroc, janda miliarder dari pendiri mcdonald s corp. ray kroc, meninggal pada hari minggu setelah pertarungan singkat dengan kanker otak.","joan b. kroc, janda miliarder pendiri mcdonald s ray kroc yang dikenal karena filantropinya, meninggal pada hari minggu karena kanker otak.",balanced,0.6296296296296297,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9523809523809523}",38,36,4,1,1,2,True,paraphrase_detection
"pada pukul 10 malam, claudette berpusat sekitar 320 mil di sebelah timur brownsville, dengan angin maksimum yang berkelanjutan 65 mph, 9 mph sedikit pun dari kekuatan badai.","senin pagi, pusat claudette berada sekitar 300 mil di sebelah timur brownsville, dengan angin bertiup maksimum yang berkelanjutan pada 65 mph, 9 mph dengan kekuatan badai.",creative,0.5882352941176471,"{'quality_score': 100, 'issues': [], 'word_count': 27, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 26, 'unique_word_ratio': 0.9615384615384616}",39,38,7,4,3,0,True,paraphrase_detection
bond juga menyuarakan kekecewaannya bahwa baik presiden bush maupun saudaranya tidak menghadiri konferensi ini di florida atau tahun lalu di texas.,bond menyuarakan kekecewaan bahwa baik presiden bush maupun saudaranya tidak menghadiri konferensi 2002 di texas atau pertemuan 2003 di florida.,balanced,0.64,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9523809523809523}","{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.95}",31,29,4,2,0,2,True,paraphrase_detection
"dia menambahkan: ""dia mulai memukuli saya dengan tangan di atas kepala sampai saya berlari ke kamar lain.""","""dia mulai mengalahkanku dengan tangannya di kepala sampai aku berlari ke kamar lain,"" kata gest tentang satu kejadian.",creative,0.4444444444444444,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 0.9411764705882353}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",25,26,7,3,1,3,True,paraphrase_detection
seorang ibu lamar yang ditangkap pada hari sabtu di colorado springs dituduh menenggelamkan kedua anaknya di bak mandi sebelum menggorok pergelangan tangannya.,"seorang ibu dua anak berusia 32 tahun diduga menenggelamkan anak-anaknya di bak mandi sebelum menebas pergelangan tangannya dalam upaya bunuh diri yang gagal, kata polisi.",creative,0.3157894736842105,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 1.0}",34,31,4,3,1,0,True,paraphrase_detection
