original,paraphrase,category,source,similarity_score
"Pasangan itu diberikan pembatalan pada September 2001 dan Joanie Harper diberi hak asuh atas Marques dan Lyndsey, catatan pengadilan menunjukkan.","Joanie Harper dan saudara -saudara diberikan pembatalan pada bulan September 2001, dan Harper diberi hak asuh atas Marques dan Lyndsey, catatan pengadilan menunjukkan.",balanced,paraphrase_detection,0.7916666666666666
"Lemak trans hanya menghasilkan 1 persen hingga 3 persen dari total lemak Amerika, dibandingkan dengan 14 persen untuk lemak jenuh.","Lemak trans untuk 2,5 persen dari kalori harian orang Amerika, dibandingkan dengan 11 persen hingga 12 persen untuk lemak jenuh.",creative,paraphrase_detection,0.48
"Namun, penurunan harga baru -baru ini dan harapan OPEC tentang lonjakan inventaris minyak telah menambah ketakutannya tentang pelunakan pasar lebih lanjut.",Penurunan harga minyak mentah 14 persen bulan ini dan harapan penumpukan dalam inventaris minyak menambah kekhawatiran OPEC akan pelunakan pasar lebih lanjut.,creative,paraphrase_detection,0.4666666666666667
"Smith menemukan pajak rokok jatuh pada konsumen tembakau, bukan suku, yang berarti suku itu hanyalah agen untuk mengumpulkan pajak.","Smith memutuskan bahwa pajak negara bagian jatuh pada konsumen tembakau, bukan suku, menjadikan suku itu hanya agen untuk mengumpulkan pajak.",creative,paraphrase_detection,0.56
"Hoffa, 62, menghilang pada sore hari 30 Juli 1975, dari tempat parkir Bloomfield Township di Oakland County, sekitar 25 mil di utara Detroit.","Hoffa, 62, menghilang pada sore hari 30 Juli 1975, dari tempat parkir di pinggiran kota Detroit di Oakland County.",balanced,paraphrase_detection,0.6923076923076923
Tidak akan ada suara tentang masalah ini tetapi mereka yang menentang penunjukan Robinson dianggap lebih banyak daripada mereka yang menerimanya sekitar 20 hingga 17.,Tidak akan ada suara tentang masalah ini tetapi mereka yang menentang penunjukan Robinson dianggap mayoritas.,balanced,paraphrase_detection,0.625
"Peterson, 31, sekarang didakwa melakukan pembunuhan dalam kematian istrinya yang berusia 27 tahun dan putra mereka yang belum lahir.","Peterson, 31, didakwa dengan dua tuduhan pembunuhan tingkat pertama dalam pembunuhan istrinya, Laci, dan putra mereka yang belum lahir, Conner.",creative,paraphrase_detection,0.5185185185185185
"""Menulis program aman yang menunjukkan vektor infeksi memadai [untuk menunjukkan kerentanan] tanpa membangun dalam urutan reproduksi.","Menulis program aman yang menunjukkan vektor infeksi memadai tanpa membangun dalam urutan reproduksi. """,balanced,paraphrase_detection,0.7894736842105263
"Dengan kata lain, Cablevision wajib membayar gugatan YA Network terhadap Time Warner Cable.","Ironisnya, Cablevision akan memenuhi tagihan untuk gugatan ya terhadap kabel Time Warner.",creative,paraphrase_detection,0.38095238095238093
"Seorang pria bersenjata yang memiliki `` daging sapi dengan layanan pos '' menyerbu ke kantor pos pinggiran kota dan menyandera dua karyawan Rabu, kata pihak berwenang.","Seorang pria bersenjata menyerbu ke kantor pos di tepi danau dan menyandera dua karyawan Rabu, kata otoritas Kabupaten San Diego.",creative,paraphrase_detection,0.4411764705882353
"Badan akan ""mempertimbangkan sebagai pengembalian pajak atau pembayaran yang tepat waktu"" 15 Agustus jika mereka diajukan pada 22 Agustus.",Badan itu mengatakan akan dianggap tepat waktu pengembalian pajak atau pembayaran yang jatuh tempo dari Jumat hingga 22 Agustus jika selesai pada 22 Agustus.,creative,paraphrase_detection,0.4827586206896552
Appleton mengatakan polisi terus mengulurkan kemungkinan bahwa lebih dari satu orang terlibat dalam keracunan.,Dia mengatakan para penyelidik belum mengesampingkan kemungkinan bahwa lebih dari satu orang berada di belakang keracunan.,creative,paraphrase_detection,0.391304347826087
"""Penilaian saya adalah 95 persen dari informasi itu harus dideklasifikasi, menjadi tidak disensor, sehingga orang -orang Amerika akan tahu.""","Penilaian saya adalah 95 persen dari informasi itu dapat dideklasifikasi, menjadi tidak disensor sehingga orang -orang Amerika akan tahu, ""kata Shelby tentang"" bertemu pers ""NBC.",balanced,paraphrase_detection,0.7241379310344828
"Saham Microsoft jatuh 1 sen menjadi ditutup pada $ 25,65 di pasar saham NASDAQ.","Saham Microsoft (MSFT: Berita, Bagan, Profil) turun 1 sen menjadi ditutup pada $ 25,65.",creative,paraphrase_detection,0.5
"Film -filmnya yang lain termasuk ""Malcolm X,"" ""Summer of Sam"" dan ""Jungle Fever.""","Film -filmnya termasuk ""Malcolm X,"" ""Summer of Sam,"" ""Jungle Fever"" dan ""Do The Right Thing.""",balanced,paraphrase_detection,0.7142857142857143
Dia didakwa di Negara Bagian New York atas tiga tuduhan pembunuhan dan diperintahkan ditahan tanpa jaminan.,Dia didakwa atas tiga tuduhan pembunuhan tingkat dua dan diperintahkan ditahan tanpa jaminan di Penjara Kabupaten Sullivan.,creative,paraphrase_detection,0.5909090909090909
Dia bertindak sebagai produser eksekutif internasional tentang siapa yang ingin menjadi jutawan dan tautan terlemah.,Produser TV Melbourne yang bekerja di acara termasuk siapa yang ingin menjadi jutawan?,creative,paraphrase_detection,0.2608695652173913
Carlson pada hari Selasa mengatakan dia tidak akan mengundurkan diri dari kasus ini.,Pejabat layanan mengatakan Carlson menolak untuk mengundurkan diri dari kasus ini.,creative,paraphrase_detection,0.4444444444444444
"Setelah 9/11, kata Connolly, agen menghabiskan ribuan jam untuk menyelidiki al-Bayoumi.",Connolly mengatakan agen FBI di San Diego dan luar negeri menghabiskan ribuan jam untuk menyelidiki al-Bayoumi.,creative,paraphrase_detection,0.44
"Program ini akan tumbuh untuk memasukkan pelabuhan di Dubai, Turki dan Malaysia, antara lain.","Program ini akan diperluas untuk mencakup daerah -daerah di Timur Tengah seperti Dubai, Turki dan Malaysia, kata Ridge.",creative,paraphrase_detection,0.44
"Dengan perkiraan kekayaan bersih $ 1,7 miliar, Ny. Kroc berada di peringkat No. 121 pada daftar terbaru Majalah Forbes dari orang -orang terkaya di negara ini.","KROC berada di peringkat No. 121 pada daftar terbaru Majalah Forbes dari orang -orang terkaya di negara ini, dengan perkiraan kekayaan bersih $ 1,7 miliar.",safe,paraphrase_detection,0.9642857142857143
"Ancaman terbesar terhadap ketertiban tampaknya menjarah dan kejahatan, termasuk perampokan oleh beberapa tahanan yang dibebaskan oleh Saddam sebelum perang.","Ancaman terbesar terhadap ketertiban tampaknya menjarah dan kejahatan, termasuk perampokan oleh beberapa dari puluhan ribu tahanan yang dibebaskan Mr. Hussein tahun lalu.",balanced,paraphrase_detection,0.6296296296296297
"Wanita itu terpapar virus SARS saat berada di rumah sakit tetapi bukan pekerja perawatan kesehatan, kata Dr. Colin D'Cunha, Komisaris Kesehatan Masyarakat Ontario.","Wanita itu terpapar virus SARS saat berada di rumah sakit tetapi bukan pekerja perawatan kesehatan, kata Dr Colin D'Cunha, Komisaris Kesehatan Masyarakat Ontario.",safe,paraphrase_detection,1.0
"""Orang -orang yang tinggi emosi positif tidur lebih nyenyak, mereka memiliki diet yang lebih baik, mereka lebih banyak berolahraga, mereka memiliki tingkat hormon stres yang lebih rendah ini,"" kata Cohen.","""Orang -orang bahagia tidur lebih nyenyak, memiliki diet yang lebih baik, lebih banyak berolahraga dan memiliki lebih sedikit kadar hormon stres,"" kata Cohen.",balanced,paraphrase_detection,0.6206896551724138
"Ia ingin memaksanya untuk mengembalikan keuntungannya yang diduga tidak diperoleh, dengan bunga, dan membayar penalti.",Badan ingin dia mengembalikan hasil ilegal dengan bunga dan membayar hukuman moneter sipil.,creative,paraphrase_detection,0.2916666666666667
"Dia menambahkan bahwa itu ""bukan semata -mata prinsip -prinsip Amerika, mereka juga tidak secara eksklusif Barat.""","""Ini bukan semata -mata prinsip -prinsip Amerika juga tidak secara eksklusif Barat,"" kata Rumsfeld.",balanced,paraphrase_detection,0.6363636363636364
"Mahmud ditangkap di dekat Tikrit, daerah tempat ia dan Hussein Hail, sekitar 90 mil di utara Baghdad, kata pejabat militer AS Rabu malam.","Mahmud ditangkap di dekat Tikrit, daerah tempat ia dan Saddam Hail, sekitar 150 kilometer barat laut Baghdad, kata pejabat militer AS.",balanced,paraphrase_detection,0.6206896551724138
"""Jika kita tidak berbaris ke Teheran, saya pikir kita akan berada dalam kondisi yang cukup baik,"" katanya.","""Selama kita tidak berbaris di Teheran, saya pikir kita akan berada dalam kondisi yang cukup baik,"" katanya.",safe,paraphrase_detection,0.8095238095238095
Mereka tetap 40 persen di bawah level sebelum berita awal Februari.,Saham tetap 43 persen di bawah level sebelum berita berlebih Februari.,creative,paraphrase_detection,0.6
"Indeks 500 Standard & Poor Broad Standard <.spx> kehilangan 6 poin, atau 0,71 persen, menjadi 927.","Indeks Standar & Poors 500-Stok yang luas turun 4,77 poin menjadi 929,62.",creative,paraphrase_detection,0.22580645161290322
Bond menyuarakan kekecewaan bahwa baik Presiden Bush maupun saudaranya tidak menghadiri konferensi 2002 di Texas atau pertemuan 2003 di Florida.,Bond juga menyuarakan kekecewaannya bahwa baik Presiden Bush maupun saudaranya tidak menghadiri konferensi ini di Florida atau konferensi tahun lalu di Texas.,balanced,paraphrase_detection,0.64
Pemenang Penghargaan Emmy dan Golden Globe James Brolin dan Judy Davis Star sebagai Ronald dan Nancy Reagan di Reagans.,James Brolin dan Judy Davis memerankan Ronald dan Nancy Reagan dalam film CBS.,creative,paraphrase_detection,0.4090909090909091
"Franc Swiss naik hampir sepertiga dari satu crestime terhadap dolar dan terakhir di 1,2998 <chf => ke greenback.","Franc Swiss naik tiga perempat persen terhadap dolar dan terakhir di 1,2980 ke greenback.",creative,paraphrase_detection,0.48148148148148145
"Pembelian ini adalah transaksi konservasi terbesar dalam sejarah Hawaii, kata agensi tersebut.","Kesepakatan $ 22 juta, yang diumumkan Kamis, juga merupakan transaksi konservasi lahan terbesar dalam sejarah Hawaii.",creative,paraphrase_detection,0.3333333333333333
"FCC mengatakan televisi yang ada, VCR, pemain DVD, dan peralatan terkait akan tetap berfungsi penuh di bawah sistem bendera siaran baru.","Ini juga mensyaratkan bahwa televisi, VCR, pemain DVD, dan peralatan terkait yang ada akan tetap berfungsi penuh di bawah sistem bendera siaran baru.",balanced,paraphrase_detection,0.7777777777777778
Motorola telah menjadwalkan laporan pendapatannya akan dirilis hari ini setelah penutupan perdagangan.,"Perusahaan yang berbasis di Schaumburg, telah menjadwalkan laporan pendapatannya akan dirilis pada hari Selasa setelah penutupan perdagangan.",creative,paraphrase_detection,0.5238095238095238
"Untuk ketiga kalinya dalam empat tahun terakhir, kebakaran hutan adalah masalahnya.",Itu adalah ketiga kalinya dalam empat tahun kebakaran hutan memaksa taman untuk ditutup.,creative,paraphrase_detection,0.5882352941176471
"Saham AXCAN menutup 63 sen Kanada, atau 4 persen, dengan harga C $ 16,93 di Toronto pada hari Selasa.","Saham AXCAN turun 3,8 persen, atau 66 sen Kanada, di C $ 16,90 di Toronto pada hari Selasa.",creative,paraphrase_detection,0.5925925925925926
"Pada hari Kamis, Lee memenangkan perintah pendahuluan di New York mencegah Viacom menggunakan nama ""Spike TV.""","Pada hari Kamis, seorang hakim Kota New York memerintahkan Viacom untuk berhenti menggunakan nama Spike TV sambil menunggu persidangan.",creative,paraphrase_detection,0.42857142857142855
"Seorang wanita tua yang tersentak, putus asa dengan kesedihan, mengolesi wajahnya dengan kotoran, mengucapkan: ""Anakku, anakku.""","Seorang wanita tua, putus asa dengan kesedihan, mengolesi wajahnya dengan kotoran, hanya bisa mengucapkan: ""Anakku, anakku.""",balanced,paraphrase_detection,0.8
Pada tahun 1999 seorang legislator California mengusulkan undang -undang yang mensyaratkan tes mengemudi untuk mereka yang berusia di atas 75 yang berusaha memperbarui lisensi mereka.,Pada tahun 1999 seorang senator negara bagian California mengusulkan undang -undang yang mewajibkan pengendara di atas usia 75 tahun untuk mengambil tes mengemudi untuk memperbarui lisensi mereka.,balanced,paraphrase_detection,0.6333333333333333
"Chad Kolton, juru bicara manajemen darurat dengan Departemen Keamanan Dalam Negeri, mengatakan pemerintah terbuka untuk teknologi dan metode baru untuk berkomunikasi lebih cepat dan efisien.","Chad Kolton, juru bicara manajemen darurat dengan Departemen Keamanan Dalam Negeri, mengatakan pemerintah terbuka untuk cara -cara baru untuk berkomunikasi.",balanced,paraphrase_detection,0.7037037037037037
Hasilnya akan diterbitkan edisi 10 Juli dari jurnal Nature.,Hasilnya muncul dalam edisi Kamis tentang jurnal Nature.,creative,paraphrase_detection,0.35714285714285715
"Pemimpin oposisi, Simon Crean, mengatakan John Howard terpaksa melakukan perubahan oleh ketidakmampuan menterinya.","Pemimpin oposisi, Simon Crean, mengatakan dari Jakarta bahwa perombakan telah dipaksa oleh ketidakmampuan menteri.",creative,paraphrase_detection,0.4090909090909091
"Faktanya, 10 juta saham penjualan diberikan kepada kepercayaan amal yang tidak dikenal - yang segera menjualnya.","Turner mengatakan dia mentransfer 10 juta saham tambahan ke kepercayaan amal, yang juga melikuidasi mereka.",creative,paraphrase_detection,0.3076923076923077
Studi WHIMS menemukan bahwa terapi hormon kombinasi menggandakan risiko kemungkinan demensia pada wanita 65 dan lebih tua dan tidak mencegah gangguan kognitif ringan.,Satu studi menemukan bahwa terapi kombinasi menggandakan risiko kemungkinan demensia dan tidak mencegah penurunan mental yang kurang parah.,creative,paraphrase_detection,0.4482758620689655
Para peneliti menemukan bahwa orang yang berusia 65 tahun ke atas yang memiliki ikan seminggu sekali memiliki risiko 60% lebih rendah dari Alzheimer daripada mereka yang tidak pernah atau jarang makan ikan.,"Orang tua yang makan ikan setidaknya sekali seminggu dapat memangkas risiko Alzheimer lebih dari setengahnya, sebuah penelitian menunjukkan.",creative,paraphrase_detection,0.28205128205128205
"""Para pemimpin APEC sangat sadar bahwa keamanan dan kemakmuran tidak dapat dipisahkan,"" kata Perdana Menteri Thailand Thaksin Shinawatra kepada para pemimpin bisnis.","""Para pemimpin APEC sangat sadar bahwa keamanan dan kemakmuran tidak dapat dipisahkan,"" kata Thaksin.",balanced,paraphrase_detection,0.7391304347826086
Saham Clayton juga ditangguhkan dari perdagangan di New York Stock Exchange.,Saham Clayton Homes berhenti berdagang di New York Stock Exchange setelah penutupan hari Rabu.,creative,paraphrase_detection,0.42105263157894735
"Pembersihan, termasuk karpet baru, kabel listrik dan kamar mandi, harganya sekitar $ 130 juta.","Pembersihan $ 130 juta termasuk karpet baru, kabel listrik, dan kamar mandi.",safe,paraphrase_detection,0.875
"Tiga serangan gaya main hakim sendiri seperti itu memaksa penyelenggara peretas, yang mengidentifikasi dirinya hanya sebagai ""Eleonora67],"" untuk memperpanjang kontes hingga jam 8 pagi (AEST) hari ini.","Tiga serangan gaya main hakim sendiri seperti itu memaksa penyelenggara peretas, yang mengidentifikasi dirinya hanya sebagai ""Eleonora67,"" untuk memperpanjang kontes hingga pukul 6 malam. EDT Minggu.",balanced,paraphrase_detection,0.631578947368421
"Pihak berwenang AS menyalahkan Al Qaeda atas serangan itu, yang menewaskan 231 orang, termasuk 12 orang Amerika.","Pihak berwenang AS menyalahkan jaringan al-Qaida dari Osama Bin Laden atas serangan itu, yang menewaskan 231 orang, termasuk 12 orang Amerika.",balanced,paraphrase_detection,0.68
Bremer mengatakan satu inisiatif adalah untuk meluncurkan program nasional US $ 70 juta dalam dua minggu ke depan untuk membersihkan lingkungan dan membangun proyek komunitas.,"Bremer mengatakan dia akan meluncurkan program $ 70 juta dalam dua minggu ke depan untuk membersihkan lingkungan di seluruh Irak dan membangun proyek komunitas, tetapi tidak memberikan rincian.",creative,paraphrase_detection,0.5714285714285714
"Awal tahun ini, perusahaan mengumumkan penyajian ulang hasil keuangan tahun 2002, 2001 dan 2000.","Awal tahun ini, perusahaan mengatakan akan menyatakan kembali hasil keuangan 2000, 2001 dan 2002.",balanced,paraphrase_detection,0.631578947368421
"Penjualan toko yang sama A.S. bulan lalu di Tim Hortons naik 8,8 persen.","Penjualan toko yang sama Tim Hortons di Kanada naik 6,7 persen.",creative,paraphrase_detection,0.5789473684210527
Para pemimpin ekonomi dunia memuji tanda -tanda kebangkitan global pada hari Selasa tetapi sepakat harus ditangani dengan hati -hati untuk mencegah kemunduran.,"Dubai, 23 September: Para pemimpin ekonomi dunia dipuji pada hari Selasa tanda -tanda kebangkitan global tetapi sepakat harus ditangani dengan hati -hati untuk mencegah kemunduran.",balanced,paraphrase_detection,0.75
Polisi mengatakan mereka percaya Cruz tahu tentang gadis itu melalui salah satu mantan teman sekolahnya - meskipun gadis maupun keluarganya tidak mengenalnya.,"Polisi mengatakan pada hari Senin mereka percaya Cruz mengenal gadis kelas empat melalui salah satu mantan teman sekolahnya, meskipun baik gadis maupun keluarganya tidak mengenalnya.",creative,paraphrase_detection,0.6
"Peck meninggal dengan damai di rumahnya di Los Angeles Kamis pagi dengan istrinya yang berusia 48 tahun, Veronique, di sisinya.","Peck, yang berusia 87 tahun, meninggal dengan damai di rumahnya di Los Angeles, Kamis lalu dengan istrinya yang kelahiran Prancis berusia 48 tahun, Veronique, di sisinya.",balanced,paraphrase_detection,0.782608695652174
"Namun pada akhirnya, yang dilakukan cacing adalah mengunjungi situs pornografi, kata Vincent Weafer, seorang direktur keamanan dengan respons keamanan Symantec di California.","Tetapi Vincent Weafer, direktur keamanan dengan Symantec Security Response, mengatakan yang dilakukan virus adalah mengunjungi situs pornografi.",creative,paraphrase_detection,0.5
"Sementara itu disebut wajib, DuPont mengatakan pihak berwenang tidak memaksa orang dari rumah mereka.","Itu disebut wajib, tetapi DuPont mengatakan pihak berwenang tidak memaksa orang untuk pergi.",balanced,paraphrase_detection,0.631578947368421
Saham di Juniper Networks melonjak lebih dari 10 persen pada hari Senin setelah pembuat peralatan jaringan menandatangani kesepakatan penjualan dan pemasaran dengan Lucent Technologies.,"Saham Juniper Networks Inc. naik tajam Senin setelah pembuat peralatan jaringan Mountain View, California mengumumkan kesepakatan distribusi dan pengembangan dengan Lucent Technologies Inc.",creative,paraphrase_detection,0.4
"Laporan itu mengatakan agen yang berbasis di Corpus Christi dua kali menelepon Escobar sementara legislator bersama Demokrat yang memprotes lainnya di Ardmore, Okla.","Laporan itu mengatakan agen itu dua kali memanggil Rep. Juan Escobar saat dia bersama Demokrat yang memprotes lainnya di Ardmore, Okla.",balanced,paraphrase_detection,0.6071428571428571
"Kemarin, saham ditutup hingga 29 sen, atau 0,54 persen, pada $ 54,32.","Saham Amazon kemarin ditutup pada $ 54,32 di pasar saham NASDAQ, naik 29 sen.",creative,paraphrase_detection,0.55
"Futures Amerika Utara menunjuk ke awal sub-par untuk berdagang pada hari Selasa, dengan investor siap untuk mendapatkan rasa pendapatan triwulanan pertama mereka.","Pasar saham Amerika Utara memulai dengan lambat pada hari Selasa, dengan investor siap untuk merasakan pendapatan triwulanan pertama mereka.",creative,paraphrase_detection,0.5
Presiden Bush dan pejabat tinggi dalam pemerintahannya mengutip ancaman dari dugaan senjata kimia dan biologis Irak dan program senjata nuklir sebagai pembenaran utama untuk berperang.,Presiden George Bush dan pejabat administrasi top mengutip ancaman dari program senjata terlarang Irak sebagai pembenaran utama untuk perang.,creative,paraphrase_detection,0.5357142857142857
"Pejabat dengan Rescue California, salah satu kelompok yang memimpin kampanye penarikan, yang disebut gugatan itu menggelikan.","Direktur Rescue California, kelompok yang memimpin kampanye penarikan, menyebut gugatan itu ""menggelikan.""",creative,paraphrase_detection,0.6
"Perjanjian tersebut menyelesaikan gugatan AOL yang diajukan terhadap Microsoft pada Januari 2002 atas nama anak perusahaannya, Netscape Communications.",Penyelesaian hukum menyelesaikan gugatan anti-trust pribadi yang diajukan terhadap Microsoft pada Januari 2002 oleh unit online AOL Time Warner America atas nama anak perusahaan Netscape-nya.,creative,paraphrase_detection,0.4411764705882353
"Dell memiliki sekitar 32 persen dari pasar A.S., tetapi pangsa yang jauh lebih rendah di seluruh dunia.","Dell memiliki 32 persen pasar PC di Amerika Serikat, tetapi hanya memiliki pangsa 10 persen di seluruh dunia.",creative,paraphrase_detection,0.48
"Dia dikirim ke Rumah Sakit Larned State, tempat dia dievaluasi dan dirawat.",Dia memerintahkannya dikirim ke Rumah Sakit Keamanan Negara yang dikeringkan untuk evaluasi dan perawatan yang berkelanjutan.,creative,paraphrase_detection,0.3181818181818182
Laporan tersebut menunjukkan bahwa obat -obatan yang dijual di apotek Kanada diproduksi di fasilitas yang disetujui oleh Health Canada - mitra FDA di Kanada.,"Laporan tersebut menunjukkan bahwa obat -obatan yang dijual di apotek Kanada diproduksi di fasilitas yang disetujui oleh Health Canada, yang melayani peran yang sama dengan FDA untuk pemerintah Kanada.",balanced,paraphrase_detection,0.7142857142857143
"Setelah sekitar tiga jam negosiasi, pria bersenjata itu melepaskan sandera setelah pihak berwenang memenuhi permintaannya untuk minuman ringan.","Setelah sekitar tiga jam negosiasi, pria bersenjata itu melepaskan sandera ketika pihak berwenang menyampaikan permintaannya untuk enam bungkus soda.",balanced,paraphrase_detection,0.6666666666666666
Lee Peterson bersaksi bahwa dia menjangkau putranya di ponselnya dan berbicara dengannya selama beberapa menit.,Lee mengatakan dia mencapai Scott di ponselnya dan mereka berbicara selama beberapa menit antara siang dan jam 2 malam. pada 24 Desember.,creative,paraphrase_detection,0.35714285714285715
"Hakim memerintahkan pembukaan kemarin atas permintaan beberapa kantor berita, termasuk Seattle Times, Associated Press dan Seattle pasca-intelijen.","Deposisi diumumkan kemarin atas permintaan P-I, Seattle Times dan Associated Press.",creative,paraphrase_detection,0.4583333333333333
Wittig mengundurkan diri tahun lalu setelah didakwa atas tuduhan penipuan bank federal yang melibatkan pinjaman real estat yang tidak terkait dengan bisnis Westar.,Wittig mengundurkan diri pada akhir November sekitar dua minggu setelah didakwa atas tuduhan penipuan bank dalam kasus real estat yang tidak terkait dengan perusahaan.,creative,paraphrase_detection,0.5
Assani mengatakan pada hari Selasa bahwa dia tidak tahu apa yang harus dituntut oleh orang -orang itu karena pejabat AS menolak untuk berbagi informasi dengannya.,Jaksa penuntut mengatakan mereka tidak tahu kejahatan apa yang akan dituntut oleh para pria karena pejabat AS menolak untuk berbagi informasi dengan mereka.,creative,paraphrase_detection,0.4411764705882353
Para peneliti memperkirakan tambahan 23 kasus demensia per tahun untuk setiap 10.000 wanita dalam terapi.,Ini merupakan tambahan 23 kasus demensia per tahun di setiap 10.000 wanita yang dirawat.,creative,paraphrase_detection,0.5
"Yakub telah mendorong konsolidasi selama bertahun -tahun, tetapi dia telah mengatakan banyak komunitas, terutama yang pedesaan, telah menentangnya.","Yakub telah mendorong konsolidasi selama bertahun -tahun tetapi mengatakan telah ditentang oleh banyak komunitas, terutama yang pedesaan.",safe,paraphrase_detection,0.8095238095238095
"Celah ukuran satu yang dibuat dalam tes akan memungkinkan aliran gas tiga kali lebih panas dari blowtorch. """,Celah ukuran satu yang dibuat dalam tes akan memungkinkan aliran gas tiga kali lebih panas dari blowtorch.,safe,paraphrase_detection,0.9473684210526315
"Pemegang saham Legato akan mendapatkan 0,9 dari saham EMC untuk setiap saham legato yang mereka miliki.","Berdasarkan ketentuan perjanjian, pemegang saham Legato akan menerima 0,9 saham saham biasa EMC untuk setiap saham legato yang mereka miliki.",balanced,paraphrase_detection,0.6666666666666666
"""Partai Republik pergi ke lemari, bertemu dengan diri mereka sendiri, dan mengumumkan 'kompromi.'""","""Partai Republik pergi ke lemari, bertemu dengan diri mereka sendiri, dan mengumumkan kompromi,"" kata Hollings dalam sebuah pernyataan.",balanced,paraphrase_detection,0.7272727272727273
"Goodrem, 18, mengumumkan pada hari Jumat bahwa dia menderita penyakit Hodgkin, bentuk kanker limfoma yang dapat disembuhkan.","Diumumkan pada hari Jumat bahwa Goodrem telah didiagnosis menderita penyakit Hodgkin, suatu bentuk kanker yang mempengaruhi kelenjar getah bening.",creative,paraphrase_detection,0.48148148148148145
"Dia mengatakan bahwa ""ini adalah saat ketika kita para imam perlu memperbarui janji kita untuk selibat, tidak mempertanyakannya.","""Inilah saatnya kita para imam perlu memperbarui janji kita untuk selibat, tidak mempertanyakannya,"" tulisnya.",creative,paraphrase_detection,0.5652173913043478
"Pemimpin pro-demokrasi Myanmar Aung San Suu Kyi akan disimpan di bawah tahanan rumah setelah pembebasannya dari rumah sakit tempat ia menjalani operasi, kata dokter pribadinya, Jumat.","Pemimpin Burma pro-demokrasi Aung San Suu Kyi akan dibebaskan dari rumah sakit setelah pulih dari operasi tetapi tetap berada di bawah penahanan di rumah, kata dokter pribadinya hari ini.",creative,paraphrase_detection,0.5526315789473685
United telah membayar $ 34 juta penalti untuk tidak memenuhi target pekerjaan putaran pertama.,United telah membayar penalti $ 34 juta karena gagal memenuhi target pekerjaan.,balanced,paraphrase_detection,0.6470588235294118
"Anggaran turun dengan mantap sampai turun serendah $ 2,93 miliar pada tahun 1998 dan secara bertahap meningkat menjadi $ 3,27 miliar untuk tahun fiskal 2002.","Itu jatuh dengan mantap sampai turun serendah $ 2,93 miliar pada tahun 1998 dan naik secara bertahap menjadi $ 3,27 miliar untuk tahun fiskal 2002.",safe,paraphrase_detection,0.8214285714285714
"Dewan hingga sembilan orang Irak mungkin akan memimpin pemerintahan sementara negara selama beberapa bulan mendatang, kata administrator sipil A.S. Senin.","Dewan hingga sembilan orang Irak mungkin akan memimpin pemerintahan sementara yang masih belum masuk akal di negara itu selama beberapa bulan mendatang, kata Administrator Sipil Amerika Senin.",balanced,paraphrase_detection,0.6774193548387096
"Dia ditangkap Jumat malam di sebuah restoran makanan laut Alpharetta saat makan bersama istrinya, penyanyi Whitney Houston.",Dia ditangkap lagi Jumat malam di sebuah restoran Alpharetta tempat dia makan malam bersama istrinya.,creative,paraphrase_detection,0.5714285714285714
Mereka menemukan molekul yang hanya dapat diproduksi ketika ozon memecah kolesterol.,Dan semua sampel mengandung molekul yang hanya dapat diproduksi ketika kolesterol berinteraksi dengan ozon.,creative,paraphrase_detection,0.5
"Ghulam Mahaiuddin, kepala administrasi di provinsi Helmand selatan, mengatakan ledakan bus itu terjadi pagi -pagi sekali, di sebelah barat ibukota provinsi Lashkargah.","Ledakan bus di Helmand terjadi pagi -pagi di distrik Nadi Ali, di sebelah barat ibukota provinsi Lashkargah.",creative,paraphrase_detection,0.56
Pembayaran tunai Synthes-Stratec untuk Mathys akan dibiayai dengan uang tunai ditambah pinjaman bank yang diatur oleh Credit Suisse First Boston.,"Pembayaran tunai Synthes-Stratec untuk Mathys akan terdiri dari uang yang ada, ditambah pinjaman bank yang diatur oleh Credit Suisse First Boston.",balanced,paraphrase_detection,0.7692307692307693
Sekretaris Pertahanan Donald H. Rumsfeld dan yang lainnya berpendapat bahwa Saddam Hussein memiliki senjata kimia dan biologis dan menyembunyikannya.,"Sekretaris Pertahanan Donald H. Rumsfeld dan yang lainnya berpendapat bahwa Saddam Hussein (berita - situs web) memiliki bahan kimia, biologis, dan senjata lainnya dan menyembunyikannya.",balanced,paraphrase_detection,0.6923076923076923
Angka-angka tersebut menyoroti teka-teki: kesulitan mengklasifikasikan kategori ras dan etnis dalam masyarakat yang semakin cair dan multi-etnis.,"Sama seperti angka itu sendiri, adalah teka-teki yang mereka soroti: kesulitan yang semakin sulit mengklasifikasikan kategori ras dan etnis dalam masyarakat yang semakin cair dan multi-etnis.",balanced,paraphrase_detection,0.6206896551724138
"""Kmart perlu merombak manajemen secara dramatis di bidang pembelian, operasi toko dan sumber,"" katanya.","Secara keseluruhan, ""Kmart perlu secara dramatis merombak manajemen di bidang pembelian, operasi toko dan sumber,"" kata Burt Flickinger dari Strategic Resource Group.",balanced,paraphrase_detection,0.64
Perjuangan atas penjualan musik online diungkapkan dalam dokumen yang diajukan minggu lalu dengan hakim dan tersedia oleh pengadilan kemarin.,Perjuangan atas penjualan musik online diungkapkan dalam dokumen yang tersedia pada hari Senin oleh pengadilan.,creative,paraphrase_detection,0.5652173913043478
